timestamp,sensor_id,flow_rate,pressure,temperature_C,pump_status,anomaly_type
2025-06-02 07:56:00,S5,12.32,1.79,34.1,Yes,None
2025-06-02 07:57:00,S3,15.34,2.83,37.5,Yes,None
2025-06-02 07:58:00,S5,29.15,2.0,35.3,Yes,None
2025-06-02 07:59:00,S4,8.5,2.35,34.1,Yes,None
2025-06-02 08:00:00,S1,23.83,2.83,35.0,Yes,None
2025-06-02 08:01:00,S4,6.99,0.74,33.0,Yes,None
2025-06-02 08:02:00,S3,20.54,2.86,28.2,Yes,None
2025-06-02 08:03:00,S3,7.83,2.22,37.8,Yes,None
2025-06-02 08:04:00,S4,26.55,1.94,32.4,Yes,None
2025-06-02 08:05:00,S5,16.98,3.1,28.2,Yes,None
2025-06-02 08:06:00,S5,5.82,2.61,27.5,Yes,None
2025-06-02 08:07:00,S3,6.96,3.34,28.3,Yes,None
2025-06-02 08:08:00,S2,14.97,2.35,27.1,Yes,None
2025-06-02 08:09:00,S5,28.86,2.82,34.7,Yes,None
2025-06-02 08:10:00,S4,23.16,5.46,31.3,Yes,Sensor Failure
2025-06-02 08:11:00,S5,14.8,3.62,35.1,Yes,None
2025-06-02 08:12:00,S4,10.33,2.15,36.7,Yes,None
2025-06-02 08:13:00,S3,16.61,4.24,35.6,Yes,None
2025-06-02 08:14:00,S5,22.53,4.55,34.5,Yes,None
2025-06-02 08:15:00,S4,23.58,3.6,33.2,Yes,None
2025-06-02 08:16:00,S3,9.94,2.22,31.2,Yes,None
2025-06-02 08:17:00,S2,21.72,4.03,31.5,Yes,None
2025-06-02 08:18:00,S4,19.84,2.42,34.3,Yes,None
2025-06-02 08:19:00,S2,28.79,4.35,28.2,Yes,None
2025-06-02 08:20:00,S2,27.95,2.76,31.8,Yes,None
2025-06-02 08:21:00,S1,23.74,2.72,29.0,Yes,None
2025-06-02 08:22:00,S5,21.78,3.52,36.7,Yes,None
2025-06-02 08:23:00,S4,8.44,4.41,34.9,Yes,None
2025-06-02 08:24:00,S2,25.43,5.37,40.5,Yes,Sensor Failure
2025-06-02 08:25:00,S1,13.0,3.03,29.0,Yes,None
2025-06-02 08:26:00,S3,8.39,2.59,29.4,Yes,None
2025-06-02 08:27:00,S4,11.71,2.18,32.2,Yes,None
2025-06-02 08:28:00,S2,25.13,1.52,29.1,Yes,None
2025-06-02 08:29:00,S5,4.71,1.99,34.2,Yes,None
2025-06-02 08:30:00,S1,13.85,3.24,31.8,Yes,None
2025-06-02 08:31:00,S2,14.92,4.05,30.0,Yes,None
2025-06-02 08:32:00,S5,1.39,2.1,36.4,Yes,None
2025-06-02 08:33:00,S2,6.11,3.79,24.6,Yes,None
2025-06-02 08:34:00,S4,24.85,2.14,34.2,Yes,None
2025-06-02 08:35:00,S4,24.97,2.26,29.8,Yes,None
2025-06-02 08:36:00,S4,8.98,1.93,35.3,Yes,None
2025-06-02 08:37:00,S1,26.28,4.33,36.2,Yes,None
2025-06-02 08:38:00,S4,23.22,4.61,22.9,Yes,None
2025-06-02 08:39:00,S5,12.71,2.27,31.2,Yes,None
2025-06-02 08:40:00,S2,22.53,2.19,32.2,Yes,None
2025-06-02 08:41:00,S3,28.85,3.62,22.6,Yes,None
2025-06-02 08:42:00,S5,13.93,4.73,32.9,Yes,None
2025-06-02 08:43:00,S5,7.38,4.61,29.9,Yes,None
2025-06-02 08:44:00,S4,28.27,2.61,27.2,Yes,None
2025-06-02 08:45:00,S1,18.23,2.82,29.4,Yes,None
2025-06-02 08:46:00,S2,3.43,1.77,28.7,Yes,None
2025-06-02 08:47:00,S1,17.31,2.6,29.7,Yes,None
2025-06-02 08:48:00,S2,15.17,3.1,32.7,Yes,None
2025-06-02 08:49:00,S2,25.71,1.65,35.9,Yes,None
2025-06-02 08:50:00,S1,16.06,2.46,31.7,Yes,None
2025-06-02 08:51:00,S5,7.88,3.22,36.4,Yes,None
2025-06-02 08:52:00,S2,20.37,1.48,27.8,Yes,None
2025-06-02 08:53:00,S1,16.41,3.47,32.6,Yes,None
2025-06-02 08:54:00,S2,7.22,4.02,40.4,Yes,None
2025-06-02 08:55:00,S3,17.34,3.57,25.6,Yes,None
2025-06-02 08:56:00,S5,24.7,2.5,25.5,Yes,None
2025-06-02 08:57:00,S4,1.15,4.17,37.1,Yes,None
2025-06-02 08:58:00,S2,19.04,4.39,32.9,Yes,None
2025-06-02 08:59:00,S3,10.68,3.32,29.6,Yes,None
2025-06-02 09:00:00,S4,8.99,3.15,27.5,Yes,None
2025-06-02 09:01:00,S4,11.96,2.38,31.9,Yes,None
2025-06-02 09:02:00,S2,10.46,2.59,32.5,Yes,None
2025-06-02 09:03:00,S1,25.02,4.07,32.6,Yes,None
2025-06-02 09:04:00,S2,8.46,4.85,27.4,Yes,None
2025-06-02 09:05:00,S3,22.07,2.59,30.7,Yes,None
2025-06-02 09:06:00,S4,3.09,2.83,29.7,Yes,None
2025-06-02 09:07:00,S2,28.56,2.35,34.6,Yes,None
2025-06-02 09:08:00,S1,18.78,2.57,27.7,Yes,None
2025-06-02 09:09:00,S2,21.29,1.74,32.3,Yes,None
2025-06-02 09:10:00,S5,9.15,3.43,42.5,Yes,None
2025-06-02 09:11:00,S1,12.54,1.73,27.4,Yes,None
2025-06-02 09:12:00,S3,6.95,2.45,29.0,Yes,None
2025-06-02 09:13:00,S4,28.0,2.94,31.6,Yes,None
2025-06-02 09:14:00,S2,14.8,1.69,20.2,Yes,None
2025-06-02 09:15:00,S1,19.02,2.23,26.3,Yes,None
2025-06-02 09:16:00,S5,22.11,1.87,33.2,Yes,None
2025-06-02 09:17:00,S1,11.32,4.1,31.3,Yes,None
2025-06-02 09:18:00,S5,21.69,4.42,36.2,Yes,None
2025-06-02 09:19:00,S3,20.38,2.21,31.0,Yes,None
2025-06-02 09:20:00,S4,21.26,5.76,30.7,Yes,Sensor Failure
2025-06-02 09:21:00,S3,14.83,2.07,29.2,Yes,None
2025-06-02 09:22:00,S2,11.67,2.58,30.6,Yes,None
2025-06-02 09:23:00,S1,6.9,3.49,27.2,Yes,None
2025-06-02 09:24:00,S5,24.79,3.59,31.4,Yes,None
2025-06-02 09:25:00,S5,18.37,2.68,28.1,Yes,None
2025-06-02 09:26:00,S1,13.5,4.09,27.2,Yes,None
2025-06-02 09:27:00,S1,28.34,4.2,29.4,Yes,None
2025-06-02 09:28:00,S2,1.72,2.99,33.8,Yes,None
2025-06-02 09:29:00,S3,25.55,2.85,32.6,Yes,None
2025-06-02 09:30:00,S5,29.93,2.39,34.7,Yes,None
2025-06-02 09:31:00,S2,26.64,1.96,28.3,Yes,None
2025-06-02 09:32:00,S3,24.37,2.2,31.9,Yes,None
2025-06-02 09:33:00,S2,11.42,3.54,38.8,Yes,None
2025-06-02 09:34:00,S5,7.17,3.0,37.6,Yes,None
2025-06-02 09:35:00,S1,22.13,2.76,26.9,Yes,None
2025-06-02 09:36:00,S1,9.35,2.43,28.0,Yes,None
2025-06-02 09:37:00,S3,5.53,2.45,38.8,Yes,None
2025-06-02 09:38:00,S4,23.66,2.95,33.8,Yes,None
2025-06-02 09:39:00,S3,9.58,2.88,31.2,Yes,None
2025-06-02 09:40:00,S4,27.46,3.0,30.8,Yes,None
2025-06-02 09:41:00,S2,25.27,2.56,32.9,Yes,None
2025-06-02 09:42:00,S2,25.47,2.33,33.0,Yes,None
2025-06-02 09:43:00,S5,23.22,3.01,29.9,Yes,None
2025-06-02 09:44:00,S4,26.46,3.65,31.3,Yes,None
2025-06-02 09:45:00,S5,24.23,2.49,29.7,Yes,None
2025-06-02 09:46:00,S1,18.19,0.61,32.7,Yes,None
2025-06-02 09:47:00,S4,9.09,1.63,29.0,Yes,None
2025-06-02 09:48:00,S3,26.68,4.07,26.9,Yes,None
2025-06-02 09:49:00,S1,25.27,3.99,37.9,Yes,None
2025-06-02 09:50:00,S1,14.34,3.65,31.7,Yes,None
2025-06-02 09:51:00,S3,1.46,3.51,38.8,Yes,None
2025-06-02 09:52:00,S1,19.26,4.02,24.3,Yes,None
2025-06-02 09:53:00,S4,1.8,2.66,26.2,Yes,None
2025-06-02 09:54:00,S5,27.81,3.14,33.9,Yes,None
2025-06-02 09:55:00,S1,28.86,2.23,31.7,Yes,None
2025-06-02 09:56:00,S4,5.93,2.82,27.4,Yes,None
2025-06-02 09:57:00,S2,20.39,4.9,36.5,Yes,None
2025-06-02 09:58:00,S4,3.04,2.17,28.5,Yes,None
2025-06-02 09:59:00,S5,21.97,1.83,36.8,Yes,None
2025-06-02 10:00:00,S4,10.61,2.81,31.7,Yes,None
2025-06-02 10:01:00,S3,20.53,2.6,27.7,Yes,None
2025-06-02 10:02:00,S5,11.37,3.27,29.3,Yes,None
2025-06-02 10:03:00,S2,4.62,3.79,37.5,Yes,None
2025-06-02 10:04:00,S3,12.36,2.63,30.8,Yes,None
2025-06-02 10:05:00,S4,3.65,5.11,35.9,Yes,Sensor Failure
2025-06-02 10:06:00,S5,17.43,4.23,37.6,Yes,None
2025-06-02 10:07:00,S2,1.52,2.24,31.7,Yes,None
2025-06-02 10:08:00,S3,15.96,2.92,31.1,Yes,None
2025-06-02 10:09:00,S2,26.63,3.53,30.4,Yes,None
2025-06-02 10:10:00,S4,25.18,2.17,33.4,Yes,None
2025-06-02 10:11:00,S2,26.52,0.94,38.0,Yes,None
2025-06-02 10:12:00,S1,27.68,4.93,27.1,Yes,None
2025-06-02 10:13:00,S3,3.4,1.89,32.9,Yes,None
2025-06-02 10:14:00,S2,4.12,3.85,32.7,Yes,None
2025-06-02 10:15:00,S4,16.84,3.7,24.8,Yes,None
2025-06-02 10:16:00,S4,26.85,2.18,28.5,Yes,None
2025-06-02 10:17:00,S2,29.24,4.96,29.3,Yes,None
2025-06-02 10:18:00,S4,1.67,3.06,35.1,Yes,None
2025-06-02 10:19:00,S5,10.87,3.14,35.8,Yes,None
2025-06-02 10:20:00,S5,6.62,1.46,24.5,Yes,None
2025-06-02 10:21:00,S5,22.75,0.89,34.6,Yes,None
2025-06-02 10:22:00,S1,19.31,2.76,34.0,Yes,None
2025-06-02 10:23:00,S2,3.86,4.3,34.3,Yes,None
2025-06-02 10:24:00,S1,14.66,1.14,32.6,Yes,None
2025-06-02 10:25:00,S4,20.66,3.15,35.8,Yes,None
2025-06-02 10:26:00,S1,23.44,3.08,36.7,Yes,None
2025-06-02 10:27:00,S4,0.9,4.24,25.5,Yes,None
2025-06-02 10:28:00,S4,26.75,4.02,31.8,Yes,None
2025-06-02 10:29:00,S3,17.21,3.14,31.0,Yes,None
2025-06-02 10:30:00,S5,24.41,2.91,29.7,Yes,None
2025-06-02 10:31:00,S4,24.3,2.28,30.2,Yes,None
2025-06-02 10:32:00,S3,5.94,1.85,32.7,Yes,None
2025-06-02 10:33:00,S5,3.57,2.37,26.8,Yes,None
2025-06-02 10:34:00,S4,21.72,1.89,34.7,Yes,None
2025-06-02 10:35:00,S4,4.95,2.89,30.5,Yes,None
2025-06-02 10:36:00,S1,25.54,2.97,35.5,Yes,None
2025-06-02 10:37:00,S1,21.87,2.73,29.5,Yes,None
2025-06-02 10:38:00,S5,25.3,3.11,29.3,Yes,None
2025-06-02 10:39:00,S4,9.18,2.54,28.2,Yes,None
2025-06-02 10:40:00,S2,9.7,3.84,29.5,Yes,None
2025-06-02 10:41:00,S1,20.24,3.23,28.8,Yes,None
2025-06-02 10:42:00,S5,1.23,2.52,33.7,Yes,None
2025-06-02 10:43:00,S4,21.88,1.83,36.2,Yes,None
2025-06-02 10:44:00,S4,25.12,2.92,33.6,Yes,None
2025-06-02 10:45:00,S2,12.63,4.14,31.7,Yes,None
2025-06-02 10:46:00,S5,23.02,3.59,33.9,Yes,None
2025-06-02 10:47:00,S4,5.49,3.76,31.9,Yes,None
2025-06-02 10:48:00,S1,9.87,3.72,32.1,Yes,None
2025-06-02 10:49:00,S2,29.24,4.22,30.8,Yes,None
2025-06-02 10:50:00,S5,29.59,3.86,35.3,Yes,None
2025-06-02 10:51:00,S2,15.52,3.15,21.7,Yes,None
2025-06-02 10:52:00,S1,28.05,2.59,23.5,Yes,None
2025-06-02 10:53:00,S5,15.83,3.88,36.1,Yes,None
2025-06-02 10:54:00,S2,8.96,0.58,31.2,Yes,None
2025-06-02 10:55:00,S3,8.23,4.27,35.7,Yes,None
2025-06-02 10:56:00,S1,27.91,3.69,29.6,Yes,None
2025-06-02 10:57:00,S1,5.42,4.64,38.7,Yes,None
2025-06-02 10:58:00,S1,17.52,1.88,31.5,Yes,None
2025-06-02 10:59:00,S3,16.8,4.16,33.8,Yes,None
2025-06-02 11:00:00,S3,22.27,3.66,30.2,Yes,None
2025-06-02 11:01:00,S4,15.13,2.39,28.4,Yes,None
2025-06-02 11:02:00,S2,8.39,2.86,25.0,Yes,None
2025-06-02 11:03:00,S4,5.33,2.79,35.1,Yes,None
2025-06-02 11:04:00,S2,18.74,2.64,33.6,Yes,None
2025-06-02 11:05:00,S3,21.65,1.65,32.4,Yes,None
2025-06-02 11:06:00,S3,17.21,4.17,27.4,Yes,None
2025-06-02 11:07:00,S4,22.23,2.05,37.7,Yes,None
2025-06-02 11:08:00,S5,4.5,1.95,32.4,Yes,None
2025-06-02 11:09:00,S4,26.51,4.2,34.8,Yes,None
2025-06-02 11:10:00,S2,17.6,1.6,32.0,Yes,None
2025-06-02 11:11:00,S4,4.07,2.7,27.6,Yes,None
2025-06-02 11:12:00,S1,14.02,2.01,36.0,Yes,None
2025-06-02 11:13:00,S2,25.39,4.64,33.8,Yes,None
2025-06-02 11:14:00,S2,26.96,4.14,31.3,Yes,None
2025-06-02 11:15:00,S5,8.16,2.18,33.7,Yes,None
2025-06-02 11:16:00,S3,21.42,2.0,35.3,Yes,None
2025-06-02 11:17:00,S2,3.27,3.77,34.6,Yes,None
2025-06-02 11:18:00,S3,1.3,3.43,25.2,Yes,None
2025-06-02 11:19:00,S4,16.94,2.65,26.0,Yes,None
2025-06-02 11:20:00,S1,20.94,2.55,34.9,Yes,None
2025-06-02 11:21:00,S5,23.93,2.77,29.2,Yes,None
2025-06-02 11:22:00,S3,10.4,3.9,27.8,Yes,None
2025-06-02 11:23:00,S2,0.49,4.57,33.5,No,Pump Malfunction
2025-06-02 11:24:00,S3,14.54,4.82,27.7,Yes,None
2025-06-02 11:25:00,S2,0.77,2.27,30.1,Yes,None
2025-06-02 11:26:00,S3,3.03,3.06,35.4,Yes,None
2025-06-02 11:27:00,S2,10.0,4.34,25.9,Yes,None
2025-06-02 11:28:00,S4,13.28,2.13,26.5,Yes,None
2025-06-02 11:29:00,S2,8.6,2.32,25.6,Yes,None
2025-06-02 11:30:00,S2,17.58,3.8,28.6,Yes,None
2025-06-02 11:31:00,S1,1.94,2.53,32.3,Yes,None
2025-06-02 11:32:00,S2,4.59,1.52,29.5,Yes,None
2025-06-02 11:33:00,S1,20.95,2.17,38.0,Yes,None
2025-06-02 11:34:00,S5,4.52,3.99,33.8,Yes,None
2025-06-02 11:35:00,S1,19.3,3.25,31.9,Yes,None
2025-06-02 11:36:00,S4,1.92,1.44,37.1,Yes,None
2025-06-02 11:37:00,S1,12.4,2.39,26.7,Yes,None
2025-06-02 11:38:00,S5,5.57,4.82,35.5,Yes,None
2025-06-02 11:39:00,S4,3.56,2.93,31.1,Yes,None
2025-06-02 11:40:00,S3,17.14,2.76,30.2,Yes,None
2025-06-02 11:41:00,S3,27.87,3.01,34.4,Yes,None
2025-06-02 11:42:00,S1,1.93,3.21,30.3,Yes,None
2025-06-02 11:43:00,S1,12.82,2.61,32.7,Yes,None
2025-06-02 11:44:00,S5,21.31,4.34,31.6,Yes,None
2025-06-02 11:45:00,S5,14.04,2.53,33.2,Yes,None
2025-06-02 11:46:00,S2,24.25,3.99,30.0,Yes,None
2025-06-02 11:47:00,S5,5.64,4.82,35.7,Yes,None
2025-06-02 11:48:00,S2,28.8,3.38,23.8,Yes,None
2025-06-02 11:49:00,S4,11.74,1.95,34.6,Yes,None
2025-06-02 11:50:00,S1,10.44,3.19,24.4,Yes,None
2025-06-02 11:51:00,S4,26.28,2.44,29.0,Yes,None
2025-06-02 11:52:00,S5,17.05,3.9,34.1,Yes,None
2025-06-02 11:53:00,S4,15.64,3.21,23.9,Yes,None
2025-06-02 11:54:00,S4,21.89,2.88,32.7,Yes,None
2025-06-02 11:55:00,S4,17.52,1.99,26.5,Yes,None
2025-06-02 11:56:00,S5,5.13,1.14,28.1,Yes,None
2025-06-02 11:57:00,S4,20.32,2.19,27.9,Yes,None
2025-06-02 11:58:00,S2,4.26,3.65,26.6,Yes,None
2025-06-02 11:59:00,S5,24.23,4.18,25.1,Yes,None
2025-06-02 12:00:00,S4,29.7,2.69,40.3,Yes,None
2025-06-02 12:01:00,S5,11.51,2.06,31.3,Yes,None
2025-06-02 12:02:00,S3,13.51,3.19,27.1,Yes,None
2025-06-02 12:03:00,S2,1.68,3.69,29.8,Yes,None
2025-06-02 12:04:00,S4,0.71,3.78,32.1,Yes,None
2025-06-02 12:05:00,S3,27.67,3.19,30.5,Yes,None
2025-06-02 12:06:00,S3,4.12,5.07,26.9,Yes,Sensor Failure
2025-06-02 12:07:00,S5,13.54,4.27,28.4,Yes,None
2025-06-02 12:08:00,S3,24.52,1.78,36.7,Yes,None
2025-06-02 12:09:00,S2,26.71,1.53,26.4,Yes,None
2025-06-02 12:10:00,S2,15.73,1.87,24.0,Yes,None
2025-06-02 12:11:00,S1,17.08,4.17,30.4,Yes,None
2025-06-02 12:12:00,S2,20.19,1.29,24.3,Yes,None
2025-06-02 12:13:00,S3,28.85,3.46,28.4,Yes,None
2025-06-02 12:14:00,S2,18.2,2.83,27.0,Yes,None
2025-06-02 12:15:00,S5,16.92,1.76,27.0,Yes,None
2025-06-02 12:16:00,S1,0.73,3.25,32.3,Yes,None
2025-06-02 12:17:00,S3,2.7,2.82,33.0,Yes,None
2025-06-02 12:18:00,S1,17.44,3.81,28.8,Yes,None
2025-06-02 12:19:00,S3,28.11,1.37,31.6,Yes,None
2025-06-02 12:20:00,S5,26.04,2.11,28.6,Yes,None
2025-06-02 12:21:00,S1,29.48,2.13,33.6,Yes,None
2025-06-02 12:22:00,S4,15.98,3.66,26.1,Yes,None
2025-06-02 12:23:00,S3,23.7,2.76,32.7,Yes,None
2025-06-02 12:24:00,S4,25.26,4.18,33.0,Yes,None
2025-06-02 12:25:00,S1,19.55,2.6,41.3,Yes,None
2025-06-02 12:26:00,S4,10.36,3.22,25.0,Yes,None
2025-06-02 12:27:00,S4,14.26,4.48,42.6,Yes,None
2025-06-02 12:28:00,S1,25.78,1.23,35.0,Yes,None
2025-06-02 12:29:00,S5,9.17,3.03,39.3,Yes,None
2025-06-02 12:30:00,S4,27.74,2.97,35.6,Yes,None
2025-06-02 12:31:00,S4,7.13,2.21,28.2,Yes,None
2025-06-02 12:32:00,S5,22.56,2.84,34.6,Yes,None
2025-06-02 12:33:00,S4,19.03,3.31,29.3,Yes,None
2025-06-02 12:34:00,S4,22.56,2.25,31.6,Yes,None
2025-06-02 12:35:00,S4,13.29,3.06,27.3,Yes,None
2025-06-02 12:36:00,S2,28.0,1.98,29.3,Yes,None
2025-06-02 12:37:00,S5,19.08,2.8,35.6,Yes,None
2025-06-02 12:38:00,S4,8.86,3.93,33.8,Yes,None
2025-06-02 12:39:00,S5,19.26,3.98,36.1,Yes,None
2025-06-02 12:40:00,S3,8.82,4.17,26.4,Yes,None
2025-06-02 12:41:00,S3,9.02,2.9,24.5,Yes,None
2025-06-02 12:42:00,S4,12.17,2.67,36.4,Yes,None
2025-06-02 12:43:00,S5,25.62,3.74,36.1,Yes,None
2025-06-02 12:44:00,S5,15.16,4.17,32.8,Yes,None
2025-06-02 12:45:00,S5,20.46,3.08,33.7,Yes,None
2025-06-02 12:46:00,S2,11.94,4.51,35.5,Yes,None
2025-06-02 12:47:00,S3,8.13,3.71,32.7,Yes,None
2025-06-02 12:48:00,S5,28.65,2.43,34.1,Yes,None
2025-06-02 12:49:00,S5,18.23,2.55,35.3,Yes,None
2025-06-02 12:50:00,S2,28.04,2.96,31.6,Yes,None
2025-06-02 12:51:00,S2,6.34,1.43,30.6,Yes,None
2025-06-02 12:52:00,S5,4.66,2.45,33.5,Yes,None
2025-06-02 12:53:00,S1,25.72,4.14,41.1,Yes,None
2025-06-02 12:54:00,S5,20.52,4.35,28.6,Yes,None
2025-06-02 12:55:00,S5,5.84,3.29,30.3,Yes,None
2025-06-02 12:56:00,S2,8.3,3.45,25.0,Yes,None
2025-06-02 12:57:00,S2,24.08,2.69,33.7,Yes,None
2025-06-02 12:58:00,S5,13.78,2.36,29.9,Yes,None
2025-06-02 12:59:00,S5,20.22,3.57,26.4,Yes,None
2025-06-02 13:00:00,S5,9.76,2.56,31.7,Yes,None
2025-06-02 13:01:00,S2,11.62,4.69,38.0,Yes,None
2025-06-02 13:02:00,S5,29.72,3.41,30.6,Yes,None
2025-06-02 13:03:00,S5,7.65,3.45,31.0,Yes,None
2025-06-02 13:04:00,S4,15.34,1.94,37.8,Yes,None
2025-06-02 13:05:00,S1,25.38,0.68,32.0,Yes,None
2025-06-02 13:06:00,S3,7.4,3.45,27.2,Yes,None
2025-06-02 13:07:00,S1,12.63,2.5,34.8,Yes,None
2025-06-02 13:08:00,S4,18.57,3.98,36.5,Yes,None
2025-06-02 13:09:00,S3,14.59,2.09,31.2,Yes,None
2025-06-02 13:10:00,S5,13.95,2.47,32.5,Yes,None
2025-06-02 13:11:00,S4,11.07,4.12,26.8,Yes,None
2025-06-02 13:12:00,S5,17.72,3.44,28.5,Yes,None
2025-06-02 13:13:00,S2,18.84,2.0,30.7,Yes,None
2025-06-02 13:14:00,S4,19.7,3.03,32.3,Yes,None
2025-06-02 13:15:00,S2,2.39,4.9,29.5,Yes,None
2025-06-02 13:16:00,S4,19.04,3.14,30.5,Yes,None
2025-06-02 13:17:00,S4,28.61,2.85,31.5,Yes,None
2025-06-02 13:18:00,S2,16.37,3.9,28.0,Yes,None
2025-06-02 13:19:00,S3,21.54,3.35,30.9,Yes,None
2025-06-02 13:20:00,S1,16.83,4.44,36.6,Yes,None
2025-06-02 13:21:00,S5,25.69,3.76,29.6,Yes,None
2025-06-02 13:22:00,S4,27.91,3.91,28.4,Yes,None
2025-06-02 13:23:00,S5,5.77,4.49,40.3,Yes,None
2025-06-02 13:24:00,S2,13.27,2.7,32.9,Yes,None
2025-06-02 13:25:00,S5,11.95,2.4,28.9,Yes,None
2025-06-02 13:26:00,S2,12.33,1.65,34.6,Yes,None
2025-06-02 13:27:00,S5,4.03,2.79,33.0,Yes,None
2025-06-02 13:28:00,S1,24.46,1.69,29.7,Yes,None
2025-06-02 13:29:00,S1,1.36,3.37,31.8,Yes,None
2025-06-02 13:30:00,S1,15.99,2.39,30.8,Yes,None
2025-06-02 13:31:00,S1,19.96,3.96,36.0,Yes,None
2025-06-02 13:32:00,S1,6.46,3.78,34.7,Yes,None
2025-06-02 13:33:00,S1,27.2,2.61,23.4,Yes,None
2025-06-02 13:34:00,S2,25.2,3.98,39.6,Yes,None
2025-06-02 13:35:00,S4,14.29,3.15,30.8,Yes,None
2025-06-02 13:36:00,S5,12.51,1.23,38.9,Yes,None
2025-06-02 13:37:00,S1,7.33,2.01,34.9,Yes,None
2025-06-02 13:38:00,S2,21.98,2.28,33.0,Yes,None
2025-06-02 13:39:00,S2,4.21,3.01,31.6,Yes,None
2025-06-02 13:40:00,S2,20.5,2.57,43.0,Yes,None
2025-06-02 13:41:00,S4,25.32,2.47,30.9,Yes,None
2025-06-02 13:42:00,S5,7.09,3.58,29.3,Yes,None
2025-06-02 13:43:00,S4,26.03,3.79,29.7,Yes,None
2025-06-02 13:44:00,S3,1.29,2.38,32.0,Yes,None
2025-06-02 13:45:00,S2,27.41,2.15,32.0,Yes,None
2025-06-02 13:46:00,S3,3.82,4.26,36.0,Yes,None
2025-06-02 13:47:00,S1,19.48,5.73,35.0,Yes,Sensor Failure
2025-06-02 13:48:00,S1,7.73,2.06,35.0,Yes,None
2025-06-02 13:49:00,S4,25.15,3.89,31.1,Yes,None
2025-06-02 13:50:00,S5,15.52,2.86,34.7,Yes,None
2025-06-02 13:51:00,S3,4.32,3.68,35.1,Yes,None
2025-06-02 13:52:00,S5,17.26,2.05,31.7,Yes,None
2025-06-02 13:53:00,S4,12.41,1.75,33.1,Yes,None
2025-06-02 13:54:00,S1,19.95,1.88,35.1,Yes,None
2025-06-02 13:55:00,S5,26.49,2.44,32.8,Yes,None
2025-06-02 13:56:00,S5,12.46,2.77,33.2,Yes,None
2025-06-02 13:57:00,S1,8.91,3.95,37.6,Yes,None
2025-06-02 13:58:00,S3,0.73,2.17,32.9,Yes,None
2025-06-02 13:59:00,S1,17.37,2.36,29.6,Yes,None
2025-06-02 14:00:00,S5,12.25,5.08,26.6,Yes,Sensor Failure
2025-06-02 14:01:00,S3,11.43,3.05,32.5,Yes,None
2025-06-02 14:02:00,S3,5.73,3.29,30.7,Yes,None
2025-06-02 14:03:00,S1,13.07,3.75,35.2,Yes,None
2025-06-02 14:04:00,S5,29.54,2.48,38.3,Yes,None
2025-06-02 14:05:00,S4,9.14,2.98,27.9,Yes,None
2025-06-02 14:06:00,S5,18.11,2.68,28.5,Yes,None
2025-06-02 14:07:00,S2,23.36,2.92,31.9,Yes,None
2025-06-02 14:08:00,S4,22.55,3.84,28.8,Yes,None
2025-06-02 14:09:00,S3,10.06,3.67,31.1,Yes,None
2025-06-02 14:10:00,S4,18.44,0.72,29.9,Yes,None
2025-06-02 14:11:00,S3,26.18,4.0,28.0,Yes,None
2025-06-02 14:12:00,S3,0.76,2.65,35.3,Yes,None
2025-06-02 14:13:00,S4,13.24,3.39,32.3,Yes,None
2025-06-02 14:14:00,S3,6.96,2.59,39.3,Yes,None
2025-06-02 14:15:00,S3,11.84,2.95,33.4,Yes,None
2025-06-02 14:16:00,S2,12.65,4.32,37.2,Yes,None
2025-06-02 14:17:00,S5,22.48,3.34,29.1,Yes,None
2025-06-02 14:18:00,S5,3.09,4.26,29.0,Yes,None
2025-06-02 14:19:00,S2,15.52,2.95,40.9,Yes,None
2025-06-02 14:20:00,S4,17.06,2.85,29.6,Yes,None
2025-06-02 14:21:00,S1,14.98,3.01,28.2,Yes,None
2025-06-02 14:22:00,S1,22.04,1.73,27.3,Yes,None
2025-06-02 14:23:00,S1,11.7,0.5,39.7,Yes,None
2025-06-02 14:24:00,S2,28.37,2.22,30.9,Yes,None
2025-06-02 14:25:00,S2,14.61,4.03,33.6,Yes,None
2025-06-02 14:26:00,S3,17.27,4.42,32.6,Yes,None
2025-06-02 14:27:00,S1,24.82,1.0,29.1,Yes,None
2025-06-02 14:28:00,S4,8.47,4.29,30.8,Yes,None
2025-06-02 14:29:00,S4,2.53,2.41,35.4,Yes,None
2025-06-02 14:30:00,S1,21.32,1.57,27.1,Yes,None
2025-06-02 14:31:00,S1,14.65,4.06,34.7,Yes,None
2025-06-02 14:32:00,S1,26.93,2.49,37.7,Yes,None
2025-06-02 14:33:00,S2,29.49,5.62,33.2,Yes,Sensor Failure
2025-06-02 14:34:00,S2,12.15,2.33,37.3,Yes,None
2025-06-02 14:35:00,S2,12.64,2.72,26.5,Yes,None
2025-06-02 14:36:00,S5,12.42,2.02,24.7,Yes,None
2025-06-02 14:37:00,S4,9.94,3.15,33.0,Yes,None
2025-06-02 14:38:00,S4,23.52,3.8,29.7,Yes,None
2025-06-02 14:39:00,S3,22.84,1.27,35.5,Yes,None
2025-06-02 14:40:00,S2,14.52,3.66,30.8,Yes,None
2025-06-02 14:41:00,S5,1.63,2.59,32.6,Yes,None
2025-06-02 14:42:00,S5,9.49,2.14,32.3,Yes,None
2025-06-02 14:43:00,S4,8.98,1.6,32.5,Yes,None
2025-06-02 14:44:00,S2,24.39,3.98,29.8,Yes,None
